id,ffc,delivery_program,tender_closed,owner_group,bni,bca,pbc,ept,approval_body,owner_team,stage1,stage2,stage3,cdm,ffc_band,status,conception_duration,completion_duration
H10934,204481.68,Major Works - Framework,2020-09-18T17:00:00Z,Service & Asset Lifecycle,2019-11-21,2021-02-03,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-03-11,2022-07-08,2024-03-12,CDM-16,< = 5,Completed,NA,401d 0H 0M 0S
H10985,284715.78,Major Works - Small Scale,2021-05-17T17:00:00Z,Service & Asset Lifecycle,2019-12-18,2021-06-28,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-11-16,2022-02-24,2022-11-23,CDM-16,< = 5,Completed,NA,141d 0H 0M 0S
H10986,374709.54,Major Works - Small Scale,2021-03-25T17:00:00Z,Service & Asset Lifecycle,2020-01-29,2021-08-30,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-05-06,2022-08-08,2023-06-20,CDM-16,< = 5,Completed,NA,249d 0H 0M 0S
H10987,378771.1899999999,Major Works - Small Scale,2021-02-17T17:00:00Z,Service & Asset Lifecycle,2020-01-29,2021-03-03,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-03-02,2022-05-31,2023-06-13,CDM-16,< = 5,Completed,NA,364d 0H 0M 0S
H10995,312074.24,Contestable,2020-05-15T17:00:00Z,Service & Asset Lifecycle,2020-01-14,2020-06-09,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-06-21,2021-09-13,2022-06-21,CDM-16,< = 5,Completed,NA,377d 0H 0M 0S
H11065,1178383.9400000002,Contestable,2021-07-09T17:00:00Z,Service & Asset Lifecycle,2020-07-29,2021-11-16,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-03-12,2024-06-18,2025-03-12,CDM-16,< = 5,Completed,NA,847d 0H 0M 0S
H11127,657037.36,Major Works - Small Scale,2021-07-30T17:00:00Z,Service & Asset Lifecycle,2020-08-06,2021-09-02,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-05-01,2023-12-14,2024-04-30,CDM-16,< = 5,Completed,NA,606d 0H 0M 0S
H11159,543030.6900000001,Contestable,2021-04-23T17:00:00Z,Service & Asset Lifecycle,2020-08-06,2021-10-04,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-03-08,2024-06-14,2025-03-11,CDM-16,< = 5,Completed,NA,886d 0H 0M 0S
H11471,91249.46,Major Works - Small Scale,2021-12-21T17:00:00Z,Service & Asset Lifecycle,2021-02-05,2023-01-24,NA,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2023-03-30,2023-05-02,2023-05-09,CDM-21,< = 5,Completed,NA,65d 0H 0M 0S
H11525,797406.06,Major Works - Small Scale,2024-03-01T17:00:00Z,Service & Asset Lifecycle,2022-04-08,2024-05-17,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-23,2025-04-17,2026-01-22,CDM-21,< = 5,Ongoing,NA,220d 0H 0M 0S
H11624,1024111.17,Major Works - Small Scale,2024-04-15T17:00:00Z,Service & Asset Lifecycle,2021-12-21,2024-06-26,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-13,2025-04-04,2026-01-14,CDM-21,< = 5,Ongoing,NA,170d 0H 0M 0S
H11676,1169375.3,Contestable,2023-09-22T17:00:00Z,Service & Asset Lifecycle,2022-12-06,2023-10-19,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-06-17,2024-09-16,2025-06-17,CDM-21,< = 5,Completed,NA,242d 0H 0M 0S
H11837,448545.13,Contestable,2024-03-01T17:00:00Z,Service & Asset Lifecycle,2023-01-02,2024-05-03,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-02,2025-03-14,2025-12-03,CDM-21,< = 5,Ongoing,NA,213d 0H 0M 0S
H11845,622647.5700000001,Contestable,2024-03-01T17:00:00Z,Service & Asset Lifecycle,2023-07-31,2024-04-23,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-25,2025-01-06,2025-09-25,CDM-21,< = 5,Ongoing,NA,155d 0H 0M 0S
H11894,625734.17,Major Works - Framework,2023-12-12T17:00:00Z,Service & Asset Lifecycle,2022-09-16,2024-03-28,NA,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2025-10-13,2026-01-22,2026-11-02,CDM-21,< = 5,Ongoing,NA,564d 0H 0M 0S
H11912,1037862.67,Contestable,2024-03-15T17:00:00Z,Service & Asset Lifecycle,2022-11-17,2024-04-15,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-10-02,2025-01-10,2025-10-02,CDM-21,< = 5,Ongoing,NA,170d 0H 0M 0S
K10419,159791.46000000002,Major Works - Framework,NA,Service & Asset Lifecycle,2022-01-25,2022-03-03,NA,2 Gate - IT,People Leadership Group,Major Capital Delivery,2023-09-28,NA,2023-11-09,CDM-21,< = 5,Completed,NA,574d 0H 0M 0S
P31014,193999994,Major Works - Open Market,2027-07-13T17:00:00Z,Service & Asset Lifecycle,2024-07-30,2027-11-22,2025-12-17,3 Gate Major Infrastructure,DTF,Service Programs,2031-12-17,2032-03-23,2033-12-05,CDM-26,> 80,Ongoing,505d 0H 0M 0S,1486d 0H 0M 0S
P31258,60908771.10999996,Major Works - Framework,2021-03-05T17:00:00Z,Service & Asset Lifecycle,2017-12-04,2021-07-23,2020-08-28,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2025-02-03,2025-05-02,2026-02-04,CDM-16,50-80,Ongoing,998d 0H 0M 0S,1291d 0H 0M 0S
P31340,44093280.61000004,Major Works - Framework,2018-10-15T17:00:00Z,Service & Asset Lifecycle,2008-07-02,2018-08-24,2017-10-02,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-04-15,2024-07-11,2026-04-21,CDM-16,20-50,Completed,3379d 0H 0M 0S,2061d 0H 0M 0S
P31590,10088000,Major Works - Framework,2028-03-01T17:00:00Z,Service & Asset Lifecycle,2011-08-16,2028-10-03,2027-03-31,3 Gate Major Infrastructure,MD,Service Programs,2029-10-05,2030-01-09,2030-10-09,CDM-26,10-20,Ongoing,5706d 0H 0M 0S,367d 0H 0M 0S
P31645,52415557.20000001,Major Works - Open Market,2028-11-30T17:00:00Z,Service & Asset Lifecycle,2025-07-01,2029-04-03,2026-09-16,4 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Programs,2031-06-03,2031-09-03,2033-05-26,CDM-26,50-80,Ongoing,442d 0H 0M 0S,791d 0H 0M 0S
P32051,1955420,Major Works - Small Scale,2026-03-23T17:00:00Z,Service & Asset Lifecycle,2012-01-31,2026-07-23,2026-01-08,3 Gate Major Infrastructure,People Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2027-06-18,2027-09-17,2029-06-19,CDM-21,< = 5,Ongoing,5091d 0H 0M 0S,330d 0H 0M 0S
P32513,1530493.96,Major Works - Framework,2016-05-30T17:00:00Z,Service & Asset Lifecycle,2011-09-05,2016-06-24,2015-12-23,4 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-10-28,2017-08-14,2024-05-27,CDM-16,< = 5,Completed,1570d 0H 0M 0S,126d 0H 0M 0S
P32525,12490000,Major Works - Open Market,2028-11-30T17:00:00Z,Service & Asset Lifecycle,2011-08-19,2029-04-06,2026-12-23,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2030-01-23,2030-04-23,2031-02-14,CDM-26,10-20,Ongoing,5605d 0H 0M 0S,292d 0H 0M 0S
P32526,8659899.19,Major Works - Framework,2027-10-27T17:00:00Z,Service & Asset Lifecycle,2011-07-14,2028-01-28,2020-11-07,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2029-03-05,2029-06-04,2030-03-07,CDM-26,5-10,Ongoing,3404d 0H 0M 0S,402d 0H 0M 0S
P32693,90800005,Major Works - Open Market,2030-08-30T17:00:00Z,Service & Asset Lifecycle,2008-07-02,2030-12-23,2029-07-06,3 Gate Major Infrastructure,MW Board,Service Programs,2033-12-16,2034-03-20,2035-11-29,CDM-26,> 80,Ongoing,7674d 0H 0M 0S,1089d 0H 0M 0S
P32731,113431099,Major Works - Open Market,2028-11-06T17:00:00Z,Service & Asset Lifecycle,2008-07-02,2029-03-28,2027-12-31,3 Gate Major Infrastructure,MW Board,Service Programs,2031-10-14,2032-01-16,2033-10-28,CDM-26,> 80,Ongoing,7121d 0H 0M 0S,930d 0H 0M 0S
P33546,47659416.61000002,Major Works - Framework,2020-02-28T08:00:00Z,Service & Asset Lifecycle,2011-08-11,2020-07-10,2018-08-24,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2023-04-13,2023-06-20,2024-04-12,CDM-16,20-50,Completed,2570d 0H 0M 0S,1007d 0H 0M 0S
PU0601,28864974.090000007,Major Works - Open Market,2019-06-14T17:00:00Z,Service & Asset Lifecycle,2011-07-05,2019-07-26,2016-07-29,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-04-09,2024-07-11,2025-04-07,CDM-16,20-50,Completed,1851d 0H 0M 0S,1719d 0H 0M 0S
Q01847,36468068.26000002,Major Works - Framework,2016-04-06T17:00:00Z,Service & Asset Lifecycle,2011-07-12,2016-05-09,2013-01-16,4 Gate Major Infrastructure,MD,Service Enablement - One Water,2017-08-26,2018-04-18,2020-12-18,CDM-16,20-50,Completed,554d 0H 0M 0S,474d 0H 0M 0S
Q02539,61821733.17,Major Works - Framework,2021-09-23T17:00:00Z,Service & Asset Lifecycle,2011-09-01,2021-10-22,2020-11-27,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-05-28,2024-08-21,2026-07-09,CDM-16,50-80,Completed,3375d 0H 0M 0S,949d 0H 0M 0S
Q02707,28254296.31,Major Works - Framework,2022-05-30T17:00:00Z,Service & Asset Lifecycle,2019-10-01,2023-02-24,2022-03-25,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-07-03,2025-09-29,2027-07-02,CDM-21,20-50,Ongoing,906d 0H 0M 0S,860d 0H 0M 0S
Q02825,37943319.67999999,Major Works - Framework,2016-06-15T17:00:00Z,Service & Asset Lifecycle,2010-10-04,2016-05-09,2011-09-09,4 Gate Major Infrastructure,MD,Service Programs,2017-10-27,2018-12-21,2019-12-20,CDM-16,20-50,Completed,340d 0H 0M 0S,536d 0H 0M 0S
Q02949,666503.4900000002,Major Works - Small Scale,2017-12-20T17:00:00Z,Service & Asset Lifecycle,2012-01-11,2018-02-05,2017-10-30,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2018-07-16,2018-10-31,2019-07-12,CDM-16,< = 5,Completed,2119d 0H 0M 0S,161d 0H 0M 0S
Q02979,2251346.1200000006,Major Works - Framework,2017-09-27T17:00:00Z,Service & Asset Lifecycle,2011-08-17,2017-10-31,2017-05-10,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-06-14,2021-03-25,2021-09-06,CDM-16,< = 5,Completed,2093d 0H 0M 0S,591d 0H 0M 0S
Q03109,11143645.88,Major Works - Framework,2020-12-11T17:00:00Z,Service & Asset Lifecycle,2018-07-26,2024-03-15,NA,2 Gate Major Infrastructure,MD,Major Capital Delivery,2025-12-10,2026-03-18,2026-12-10,CDM-21,10-20,Ongoing,NA,635d 0H 0M 0S
Q03146,25176093.299999986,Major Works - Framework,2016-08-29T00:00:00Z,Service & Asset Lifecycle,2011-08-08,2016-09-23,2015-12-23,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-08-05,2020-01-06,2021-08-17,CDM-16,20-50,Completed,1598d 0H 0M 0S,1046d 0H 0M 0S
Q03149,656925.82,Major Works - Framework,2016-11-11T17:00:00Z,Service & Asset Lifecycle,2016-01-29,2016-11-21,2016-05-31,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-05-25,2017-09-30,2021-06-09,CDM-16,< = 5,Completed,123d 0H 0M 0S,185d 0H 0M 0S
Q03203,3868551.8799999994,Major Works - Open Market,2017-08-17T17:00:00Z,Service & Asset Lifecycle,2011-08-19,2017-08-31,2016-08-01,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-10-11,2021-04-19,2021-04-19,CDM-16,< = 5,Completed,1809d 0H 0M 0S,406d 0H 0M 0S
Q03227,9663181.55,Major Works - Open Market,NA,Service & Asset Lifecycle,2011-07-11,2017-02-07,2015-12-22,4 Gate Major Infrastructure,MD,Capital Program Management Office,2017-08-24,2017-11-30,2018-10-31,CDM-16,5-10,Completed,1625d 0H 0M 0S,198d 0H 0M 0S
Q03229,9140000,Major Works - Framework,2028-12-07T17:00:00Z,Service & Asset Lifecycle,2011-09-09,2029-04-13,2027-05-12,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2030-06-25,2030-09-17,2032-06-23,CDM-26,5-10,Ongoing,5724d 0H 0M 0S,438d 0H 0M 0S
Q03244,2415652.479999999,Major Works - Small Scale,2018-02-06T17:00:00Z,Service & Asset Lifecycle,2011-09-16,2018-05-15,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-04-09,2020-07-09,2021-06-24,CDM-16,< = 5,Completed,NA,695d 0H 0M 0S
Q03246,4731989.419999999,Major Works - Framework,NA,Service & Asset Lifecycle,2011-09-28,2016-03-10,2015-02-10,4 Gate Major Infrastructure,Senior Leadership Group,Service Enablement One Water,2016-12-23,2018-03-16,2019-07-17,CDM-16,< = 5,Completed,1231d 0H 0M 0S,288d 0H 0M 0S
Q03257,5520039.240000001,Major Works - Framework,2017-02-22T17:00:00Z,Service & Asset Lifecycle,2011-08-19,2017-10-31,2017-08-31,3 Gate Major Infrastructure,Executive Leadership Group,Service Programs,2020-06-28,2020-09-18,2022-03-03,CDM-16,5-10,Completed,2204d 0H 0M 0S,971d 0H 0M 0S
Q03277,1739726.1100000003,Major Works - Framework,2016-02-02T17:00:00Z,Service & Asset Lifecycle,2012-03-01,2016-04-01,2014-10-22,4 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2016-11-29,2017-05-12,2018-12-18,CDM-16,< = 5,Completed,965d 0H 0M 0S,242d 0H 0M 0S
Q03280,16186749.949999988,Major Works - Open Market,2016-09-21T17:00:00Z,Service & Asset Lifecycle,2011-07-15,2016-10-28,2015-07-20,3 Gate Major Infrastructure,MD,Major Capital Delivery,2018-12-07,2019-03-20,2019-12-10,CDM-16,10-20,Completed,1466d 0H 0M 0S,770d 0H 0M 0S
Q03295,22648538.340000007,Major Works - Framework,2018-09-21T17:00:00Z,Service & Asset Lifecycle,2011-09-12,2018-11-26,2018-06-22,3 Gate Major Infrastructure,MD,Major Capital Delivery,2022-03-25,2024-03-27,2024-03-27,CDM-16,20-50,Completed,2475d 0H 0M 0S,1215d 0H 0M 0S
Q03302,8949341.599999994,Major Works - Open Market,2017-10-23T08:00:00Z,Service & Asset Lifecycle,2014-12-18,2018-01-19,2016-06-08,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-03-29,2020-03-27,2020-07-07,CDM-16,5-10,Completed,538d 0H 0M 0S,434d 0H 0M 0S
Q03309,41513002.950000025,Major Works - Framework,2021-10-28T17:00:00Z,Service & Asset Lifecycle,2012-04-10,2022-01-17,2016-04-21,4 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-07-22,2024-10-23,2026-07-22,CDM-21,20-50,Completed,1472d 0H 0M 0S,917d 0H 0M 0S
Q03327,11624268.67,Major Works - Framework,2017-06-22T17:00:00Z,Service & Asset Lifecycle,2011-09-16,2017-06-26,2017-01-04,3 Gate Major Infrastructure,MD,Major Capital Delivery,2018-07-06,2018-10-07,2019-10-01,CDM-16,10-20,Completed,1937d 0H 0M 0S,375d 0H 0M 0S
Q03397,300412739.5500001,Major Works - Open Market,2022-06-02T17:00:00Z,Service & Asset Lifecycle,2012-05-11,2022-07-22,2015-05-28,4 Gate Major Infrastructure,DTF,Major Capital Delivery,2025-09-01,2025-12-04,2027-09-03,CDM-21,> 80,Ongoing,1112d 0H 0M 0S,1137d 0H 0M 0S
Q03398,152380853.84000006,Major Works - Open Market,2016-08-18T15:24:00Z,Service & Asset Lifecycle,2012-05-11,2016-03-23,2014-09-16,4 Gate Major Infrastructure,DTF,Service Programs,2019-04-26,2019-08-30,2021-05-14,CDM-16,> 80,Completed,858d 0H 0M 0S,1129d 0H 0M 0S
Q03414,8506239.610000003,Major Works - Open Market,2018-03-08T17:00:00Z,Service & Asset Lifecycle,2011-11-04,2018-06-21,2017-08-15,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-08-19,2023-04-20,2023-04-20,CDM-16,5-10,Completed,2111d 0H 0M 0S,424d 0H 0M 0S
Q03634,11326009.909999993,Major Works - Framework,2017-10-11T17:00:00Z,Service & Asset Lifecycle,2015-01-05,2017-09-22,2016-04-21,4 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2018-06-08,2019-05-13,2022-03-03,CDM-16,10-20,Completed,472d 0H 0M 0S,259d 0H 0M 0S
Q03814,69907424.47000001,Major Works - Framework,2019-10-07T17:00:00Z,Service & Asset Lifecycle,2014-01-08,2020-02-28,2017-10-27,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2021-12-09,2023-05-08,2025-12-12,CDM-16,50-80,Completed,1388d 0H 0M 0S,650d 0H 0M 0S
Q04184,2148124.39,Major Works - Framework,2016-10-07T00:00:00Z,Service & Asset Lifecycle,2016-07-06,2017-03-30,2016-09-29,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-03-31,2019-06-27,2024-03-21,CDM-16,< = 5,Completed,85d 0H 0M 0S,731d 0H 0M 0S
Q04194,42681162.60000001,Major Works - Framework,2017-12-01T17:00:00Z,Service & Asset Lifecycle,2015-03-26,2017-12-19,2016-08-31,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Enablement - One Water,2020-02-27,2020-09-28,2022-03-31,CDM-16,20-50,Completed,524d 0H 0M 0S,800d 0H 0M 0S
Q04218,5347271.820000004,Major Works - Open Market,2017-05-04T17:00:00Z,Service & Asset Lifecycle,2016-04-08,2017-07-06,2016-11-10,3 Gate Major Infrastructure,Executive Leadership Group,Service Programs,2018-09-18,2022-12-16,2022-12-16,CDM-16,5-10,Completed,216d 0H 0M 0S,439d 0H 0M 0S
Q04239,3129135.9199999985,Major Works - Framework,2016-07-27T08:48:00Z,Service & Asset Lifecycle,2014-02-24,2016-08-26,2014-04-03,3 Gate Major Infrastructure,Senior Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2017-09-08,2020-11-04,2020-11-04,CDM-16,< = 5,Completed,38d 0H 0M 0S,378d 0H 0M 0S
Q04270,11814643.41999999,Major Works - Framework,2016-11-15T17:00:00Z,Service & Asset Lifecycle,2014-02-11,2017-03-27,2016-08-17,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-11-15,2020-09-07,2022-05-31,CDM-16,10-20,Completed,918d 0H 0M 0S,963d 0H 0M 0S
Q04300,1536979.34,Major Works - Small Scale,2017-12-12T17:00:00Z,Service & Asset Lifecycle,2016-02-03,2018-01-31,2017-07-01,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-11-21,2019-12-20,2020-01-09,CDM-16,< = 5,Completed,514d 0H 0M 0S,294d 0H 0M 0S
Q04339,3985737.859999999,Major Works - Framework,2015-08-20T17:00:00Z,Service & Asset Lifecycle,2014-07-16,2016-02-18,2014-09-19,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2016-12-16,2018-06-25,2024-05-20,CDM-16,< = 5,Completed,65d 0H 0M 0S,302d 0H 0M 0S
Q04370,2190393.9299999992,Major Works - Small Scale,2018-10-16T17:00:00Z,Service & Asset Lifecycle,2017-08-15,2018-12-17,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-06-21,2019-10-17,2020-06-24,CDM-16,< = 5,Completed,NA,186d 0H 0M 0S
Q04385,40307372.83999997,Major Works - Framework,2019-08-09T17:00:00Z,Service & Asset Lifecycle,2015-10-01,2020-02-28,NA,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-07-31,2024-10-30,2026-08-03,CDM-16,20-50,Completed,NA,1615d 0H 0M 0S
Q04397,46309996.23999999,Major Works - Framework,2017-12-08T17:00:00Z,Service & Asset Lifecycle,2014-11-10,2017-11-24,2015-07-27,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Programs,2019-09-17,2021-05-10,2021-12-08,CDM-16,20-50,Completed,259d 0H 0M 0S,662d 0H 0M 0S
Q04399,3586313.33,Major Works - Open Market,2016-06-17T17:00:00Z,Service & Asset Lifecycle,2015-12-09,2016-02-22,2016-02-05,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2016-12-01,2017-05-25,2019-12-12,CDM-16,< = 5,Completed,58d 0H 0M 0S,283d 0H 0M 0S
Q04419,442637.37,Major Works - Framework,NA,Service & Asset Lifecycle,2015-08-21,2016-06-08,2016-01-04,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-11-30,2017-08-02,2019-04-24,CDM-16,< = 5,Completed,136d 0H 0M 0S,175d 0H 0M 0S
Q04427,4213669.859999967,Major Works - Framework,2018-10-31T17:00:00Z,Service & Asset Lifecycle,2018-05-07,2018-12-06,2018-08-21,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-12-10,2026-03-17,2027-12-13,CDM-16,< = 5,Ongoing,106d 0H 0M 0S,2561d 0H 0M 0S
Q04441,6818154.490000003,Major Works - Framework,2017-05-17T17:00:00Z,Service & Asset Lifecycle,2014-09-15,2017-06-19,2015-09-17,4 Gate Major Infrastructure,Executive Leadership Group,Capital Program Management Office,2018-04-03,2018-07-03,2021-08-31,CDM-16,5-10,Completed,367d 0H 0M 0S,288d 0H 0M 0S
Q04443,2647600.890000001,Major Works - Framework,NA,Service & Asset Lifecycle,2014-11-25,2016-03-29,2015-12-23,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2017-01-23,2018-09-21,2019-04-12,CDM-16,< = 5,Completed,393d 0H 0M 0S,300d 0H 0M 0S
Q04481,5266087.010000002,Major Works - Framework,NA,Service & Asset Lifecycle,2015-07-23,2016-05-13,2016-01-13,4 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2018-01-16,2018-05-02,2019-01-16,CDM-16,5-10,Completed,174d 0H 0M 0S,613d 0H 0M 0S
Q04492,884282.2499999999,Major Works - Framework,2016-11-07T17:00:00Z,Service & Asset Lifecycle,2014-09-25,2016-05-19,2014-09-25,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-09-28,2018-11-15,2020-08-26,CDM-16,< = 5,Completed,0S,497d 0H 0M 0S
Q04533,48353214.71999997,Major Works - Open Market,2019-06-14T17:00:00Z,Service & Asset Lifecycle,2014-12-01,2019-07-26,2016-09-29,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-04-09,2024-07-09,2025-04-08,CDM-16,20-50,Completed,668d 0H 0M 0S,1719d 0H 0M 0S
Q04551,5059991.150000003,Major Works - Framework,2017-05-12T17:00:00Z,Service & Asset Lifecycle,2014-11-14,2017-06-08,2015-09-17,4 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2018-04-13,2018-07-10,2025-07-30,CDM-16,5-10,Completed,307d 0H 0M 0S,309d 0H 0M 0S
Q04582,440804.79,Major Works - Small Scale,2018-03-23T17:00:00Z,Service & Asset Lifecycle,2018-03-02,2018-06-04,NA,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2019-09-06,2019-12-05,2020-09-08,CDM-16,< = 5,Completed,NA,459d 0H 0M 0S
Q04598,3878043.330000001,Major Works - Framework,2019-09-03T17:00:00Z,Service & Asset Lifecycle,2014-11-14,2019-10-31,2017-05-26,4 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-11-18,2021-01-12,2024-03-18,CDM-16,< = 5,Completed,924d 0H 0M 0S,384d 0H 0M 0S
Q04599,2977976.3200000008,Major Works - Small Scale,2021-03-17T17:00:00Z,Service & Asset Lifecycle,2014-11-14,2021-04-15,2020-12-18,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-06-04,2024-08-28,2026-06-05,CDM-16,< = 5,Completed,2226d 0H 0M 0S,1146d 0H 0M 0S
Q04639,364939.84,Major Works - Small Scale,2018-03-21T17:00:00Z,Service & Asset Lifecycle,2018-03-02,2018-06-25,NA,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2019-04-11,2019-09-06,2019-12-19,CDM-16,< = 5,Completed,NA,290d 0H 0M 0S
Q04650,5168621.039999999,Major Works - Framework,2020-05-14T17:00:00Z,Service & Asset Lifecycle,2014-11-25,2020-07-08,2018-11-29,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2021-04-19,2021-04-26,2022-07-08,CDM-16,5-10,Completed,1465d 0H 0M 0S,285d 0H 0M 0S
Q04652,8951925.170000002,Major Works - Framework,2021-02-23T17:00:00Z,Service & Asset Lifecycle,2017-11-27,2021-08-05,NA,2 Gate Major Infrastructure,MD,Major Capital Delivery,2024-07-01,2024-09-26,2026-06-30,CDM-16,5-10,Completed,NA,1061d 0H 0M 0S
Q04669,718405.3399999999,Major Works - Framework,2017-06-01T08:00:00Z,Service & Asset Lifecycle,2014-11-26,2017-07-05,2016-06-30,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-03-20,2018-06-29,2019-12-18,CDM-16,< = 5,Completed,582d 0H 0M 0S,258d 0H 0M 0S
Q04707,32390335.19000002,Major Works - Open Market,2020-06-26T17:00:00Z,Service & Asset Lifecycle,2017-11-15,2020-11-10,2018-05-25,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-03-12,2024-06-14,2026-03-19,CDM-16,20-50,Completed,191d 0H 0M 0S,1218d 0H 0M 0S
Q04765,10827696.05,Major Works - Framework,2021-03-22T17:00:00Z,Service & Asset Lifecycle,2014-11-18,2021-05-28,2020-11-11,3 Gate Major Infrastructure,MD,Major Capital Delivery,2023-07-24,2023-10-24,2025-07-23,CDM-16,10-20,Completed,2185d 0H 0M 0S,787d 0H 0M 0S
Q04786,5501766.589999999,Major Works - Framework,2018-02-26T17:00:00Z,Service & Asset Lifecycle,2014-11-14,2018-05-14,2017-05-30,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2020-11-10,2021-01-21,2023-09-04,CDM-16,5-10,Completed,928d 0H 0M 0S,911d 0H 0M 0S
Q04938,2950602.6999999997,Major Works - Framework,2017-04-24T17:00:00Z,Service & Asset Lifecycle,2014-11-18,2017-05-18,2016-10-27,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-03-21,2018-06-29,2020-03-20,CDM-16,< = 5,Completed,709d 0H 0M 0S,307d 0H 0M 0S
Q05029,3859028.310000001,Major Works - Open Market,2016-09-09T17:00:00Z,Service & Asset Lifecycle,2014-11-25,2016-10-12,2016-09-05,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-05-18,2018-07-09,2024-05-29,CDM-16,< = 5,Completed,650d 0H 0M 0S,583d 0H 0M 0S
Q05081,2925271.7299999995,Major Works - Small Scale,2020-12-22T17:00:00Z,Service & Asset Lifecycle,2014-11-25,2021-03-25,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2023-05-18,2023-11-14,2024-04-23,CDM-16,< = 5,Completed,NA,784d 0H 0M 0S
