ID,FFC,Delivery Program,Tender Closed,Owner Group,BNI,BCA,PBC,EPT,Approval body,Owner Team,Stage1,Stage2,Stage3
H10986,374709.54000000004,Major Works - Small Scale,2021-03-25 17:00:00,Service & Asset Lifecycle,29/01/2020 5:00:00 PM,2021-08-30 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-05-06 17:00:00,2022-08-08 17:00:00,2023-06-20 17:00:00
H10987,378771.1899999999,Major Works - Small Scale,2021-02-17 17:00:00,Service & Asset Lifecycle,29/01/2020 5:00:00 PM,2021-03-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-03-02 17:00:00,2022-05-31 17:00:00,2023-06-13 17:00:00
H10995,312074.24,Contestable,2020-05-15 17:00:00,Service & Asset Lifecycle,14/01/2020 5:00:00 PM,2020-06-09 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-06-21 17:00:00,2021-09-13 17:00:00,2022-06-21 17:00:00
H11065,1178383.9400000002,Contestable,2021-07-09 17:00:00,Service & Asset Lifecycle,29/07/2020 5:00:00 PM,2021-11-16 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-03-12 17:00:00,2024-06-18 17:00:00,2025-03-12 17:00:00
H11127,657037.36,Major Works - Small Scale,2021-07-30 17:00:00,Service & Asset Lifecycle,6/08/2020 5:00:00 PM,2021-09-02 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-05-01 17:00:00,2023-12-14 17:00:00,2024-04-30 17:00:00
H11159,543030.6900000001,Contestable,2021-04-23 17:00:00,Service & Asset Lifecycle,6/08/2020 5:00:00 PM,2021-10-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-03-08 17:00:00,2024-06-14 17:00:00,2025-03-11 17:00:00
H11471,91249.46,Major Works - Small Scale,2021-12-21 17:00:00,Service & Asset Lifecycle,5/02/2021 5:00:00 PM,2023-01-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2023-03-30 17:00:00,2023-05-02 17:00:00,2023-05-09 17:00:00
H11525,797406.06,Major Works - Small Scale,2024-03-01 17:00:00,Service & Asset Lifecycle,8/04/2022 5:00:00 PM,2024-05-17 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-23 17:00:00,2025-04-17 17:00:00,2026-01-22 17:00:00
H11624,1024111.17,Major Works - Small Scale,2024-04-15 17:00:00,Service & Asset Lifecycle,21/12/2021 5:00:00 PM,2024-06-26 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-13 17:00:00,2025-04-04 17:00:00,2026-01-14 17:00:00
H11676,1169375.3,Contestable,2023-09-22 17:00:00,Service & Asset Lifecycle,6/12/2022 5:00:00 PM,2023-10-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-06-17 17:00:00,2024-09-16 17:00:00,2025-06-17 17:00:00
H11837,448545.13,Contestable,2024-03-01 17:00:00,Service & Asset Lifecycle,2/01/2023 5:00:00 PM,2024-05-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-02 17:00:00,2025-03-14 17:00:00,2025-12-03 17:00:00
H11845,622647.5700000001,Contestable,2024-03-01 17:00:00,Service & Asset Lifecycle,31/07/2023 5:00:00 PM,2024-04-23 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-25 17:00:00,2025-01-06 17:00:00,2025-09-25 17:00:00
H11894,625734.17,Major Works - Framework,2023-12-12 17:00:00,Service & Asset Lifecycle,16/09/2022 5:00:00 PM,2024-03-28 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2025-10-13 17:00:00,2026-01-22 17:00:00,2026-11-02 17:00:00
H11912,1037862.67,Contestable,2024-03-15 17:00:00,Service & Asset Lifecycle,17/11/2022 5:00:00 PM,2024-04-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-10-02 17:00:00,2025-01-10 17:00:00,2025-10-02 17:00:00
K10419,159791.46000000002,Major Works - Framework,,Service & Asset Lifecycle,25/01/2022 5:00:00 PM,2022-03-03 17:00:00,,2 Gate - IT,People Leadership Group,Major Capital Delivery,2023-09-28 17:00:00,,2023-11-09 17:00:00
P31014,193999994,Major Works - Open Market,2027-07-13 17:00:00,Service & Asset Lifecycle,30/07/2024 5:00:00 PM,2027-11-22 17:00:00,17/12/2025 5:00:00 PM,3 Gate Major Infrastructure,DTF,Service Programs,2031-12-17 17:00:00,2032-03-23 17:00:00,2033-12-05 17:00:00
P31258,60908771.10999996,Major Works - Framework,2021-03-05 17:00:00,Service & Asset Lifecycle,4/12/2017 8:00:00 AM,2021-07-23 17:00:00,28/08/2020 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2025-02-03 17:00:00,2025-05-02 17:00:00,2026-02-04 17:00:00
P31340,44093280.61000004,Major Works - Framework,2018-10-15 17:00:00,Service & Asset Lifecycle,2/07/2008 5:00:00 PM,2018-08-24 17:00:00,2/10/2017 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-04-15 17:00:00,2024-07-11 17:00:00,2026-04-21 17:00:00
P31590,10088000,Major Works - Framework,2028-03-01 17:00:00,Service & Asset Lifecycle,16/08/2011 5:00:00 PM,2028-10-03 17:00:00,31/03/2027 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Programs,2029-10-05 17:00:00,2030-01-09 17:00:00,2030-10-09 17:00:00
P31645,52415557.20000001,Major Works - Open Market,2028-11-30 17:00:00,Service & Asset Lifecycle,1/07/2025 5:00:00 PM,2029-04-03 17:00:00,16/09/2026 5:00:00 PM,4 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Programs,2031-06-03 17:00:00,2031-09-03 17:00:00,2033-05-26 17:00:00
P32051,1955420,Major Works - Small Scale,2026-03-23 17:00:00,Service & Asset Lifecycle,31/01/2012 5:00:00 PM,2026-07-23 17:00:00,8/01/2026 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2027-06-18 17:00:00,2027-09-17 17:00:00,2029-06-19 17:00:00
P32513,1530493.96,Major Works - Framework,2016-05-30 17:00:00,Service & Asset Lifecycle,5/09/2011 5:00:00 PM,2016-06-24 17:00:00,23/12/2015 4:00:00 PM,4 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-10-28 17:00:00,2017-08-14 17:00:00,2024-05-27 17:00:00
P32525,12490000,Major Works - Open Market,2028-11-30 17:00:00,Service & Asset Lifecycle,19/08/2011 5:00:00 PM,2029-04-06 17:00:00,23/12/2026 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2030-01-23 17:00:00,2030-04-23 17:00:00,2031-02-14 17:00:00
P32526,8659899.19,Major Works - Framework,2027-10-27 17:00:00,Service & Asset Lifecycle,14/07/2011 5:00:00 PM,2028-01-28 17:00:00,7/11/2020 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2029-03-05 17:00:00,2029-06-04 17:00:00,2030-03-07 17:00:00
P32693,90800005,Major Works - Open Market,2030-08-30 17:00:00,Service & Asset Lifecycle,2/07/2008 5:00:00 PM,2030-12-23 17:00:00,6/07/2029 5:00:00 PM,3 Gate Major Infrastructure,MW Board,Service Programs,2033-12-16 17:00:00,2034-03-20 17:00:00,2035-11-29 17:00:00
P32731,113431099,Major Works - Open Market,2028-11-06 17:00:00,Service & Asset Lifecycle,2/07/2008 5:00:00 PM,2029-03-28 17:00:00,31/12/2027 5:00:00 PM,3 Gate Major Infrastructure,MW Board,Service Programs,2031-10-14 17:00:00,2032-01-16 17:00:00,2033-10-28 17:00:00
P33546,47659416.61000002,Major Works - Framework,2020-02-28 08:00:00,Service & Asset Lifecycle,11/08/2011 5:00:00 PM,2020-07-10 17:00:00,24/08/2018 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2023-04-13 17:00:00,2023-06-20 17:00:00,2024-04-12 17:00:00
PU0601,28864974.090000007,Major Works - Open Market,2019-06-14 17:00:00,Service & Asset Lifecycle,5/07/2011 5:00:00 PM,2019-07-26 17:00:00,29/07/2016,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-04-09 17:00:00,2024-07-11 17:00:00,2025-04-07 17:00:00
Q01847,36468068.26000002,Major Works - Framework,2016-04-06 17:00:00,Service & Asset Lifecycle,12/07/2011 5:00:00 PM,2016-05-09 17:00:00,16/01/2013 5:00:00 PM,4 Gate Major Infrastructure,MD,Service Enablement - One Water,2017-08-26 17:00:00,2018-04-18 17:00:00,2020-12-18 17:00:00
Q02539,61821733.17,Major Works - Framework,2021-09-23 17:00:00,Service & Asset Lifecycle,1/09/2011 8:00:00 AM,2021-10-22 17:00:00,27/11/2020 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-05-28 17:00:00,2024-08-21 17:00:00,2026-07-09 17:00:00
Q02707,28254296.310000002,Major Works - Framework,2022-05-30 17:00:00,Service & Asset Lifecycle,1/10/2019 5:00:00 PM,2023-02-24 17:00:00,25/03/2022 8:00:00 AM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-07-03 17:00:00,2025-09-29 17:00:00,2027-07-02 17:00:00
Q02825,37943319.67999999,Major Works - Framework,2016-06-15 17:00:00,Service & Asset Lifecycle,4/10/2010 5:00:00 PM,2016-05-09 17:00:00,9/09/2011 5:00:00 PM,4 Gate Major Infrastructure,MD,Service Programs,2017-10-27 17:00:00,2018-12-21 17:00:00,2019-12-20 17:00:00
Q02949,666503.4900000002,Major Works - Small Scale,2017-12-20 17:00:00,Service & Asset Lifecycle,11/01/2012 5:00:00 PM,2018-02-05 17:00:00,30/10/2017 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2018-07-16 17:00:00,2018-10-31 17:00:00,2019-07-12 17:00:00
Q02979,2251346.1200000006,Major Works - Framework,2017-09-27 17:00:00,Service & Asset Lifecycle,17/08/2011 5:00:00 PM,2017-10-31 17:00:00,10/05/2017 10:59:00 AM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-06-14 08:00:00,2021-03-25 17:00:00,2021-09-06 17:00:00
Q03109,11143645.879999999,Major Works - Framework,2020-12-11 17:00:00,Service & Asset Lifecycle,26/07/2018 5:00:00 PM,2024-03-15 17:00:00,,2 Gate Major Infrastructure,MD,Major Capital Delivery,2025-12-10 17:00:00,2026-03-18 17:00:00,2026-12-10 17:00:00
Q03146,25176093.299999986,Major Works - Framework,2016-08-29 00:00:00,Service & Asset Lifecycle,8/08/2011 5:00:00 PM,2016-09-23 17:00:00,23/12/2015 4:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-08-05 17:00:00,2020-01-06 17:00:00,2021-08-17 17:00:00
Q03149,656925.82,Major Works - Framework,2016-11-11 17:00:00,Service & Asset Lifecycle,29/01/2016 5:00:00 PM,2016-11-21 17:00:00,31/05/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-05-25 17:00:00,2017-09-30 17:00:00,2021-06-09 17:00:00
Q03203,3868551.8799999994,Major Works - Open Market,2017-08-17 17:00:00,Service & Asset Lifecycle,19/08/2011 5:00:00 PM,2017-08-31 00:00:00,1/08/2016 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-10-11 17:00:00,2021-04-19 17:00:00,2021-04-19 17:00:00
Q03227,9663181.55,Major Works - Open Market,,Service & Asset Lifecycle,11/07/2011 5:00:00 PM,2017-02-07 17:00:00,22/12/2015 4:00:00 PM,4 Gate Major Infrastructure,MD,Capital Program Management Office,2017-08-24 17:00:00,2017-11-30 17:00:00,2018-10-31 17:00:00
Q03229,9140000,Major Works - Framework,2028-12-07 17:00:00,Service & Asset Lifecycle,9/09/2011 5:00:00 PM,2029-04-13 17:00:00,12/05/2027 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2030-06-25 17:00:00,2030-09-17 17:00:00,2032-06-23 17:00:00
Q03244,2415652.479999999,Major Works - Small Scale,2018-02-06 17:00:00,Service & Asset Lifecycle,16/09/2011 5:00:00 PM,2018-05-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-04-09 17:00:00,2020-07-09 17:00:00,2021-06-24 17:00:00
Q03246,4731989.419999999,Major Works - Framework,,Service & Asset Lifecycle,28/09/2011 5:00:00 PM,2016-03-10 17:00:00,10/02/2015,4 Gate Major Infrastructure,Senior Leadership Group,Service Enablement One Water,2016-12-23 08:00:00,2018-03-16 17:00:00,2019-07-17 17:00:00
Q03257,5520039.240000001,Major Works - Framework,2017-02-22 17:00:00,Service & Asset Lifecycle,19/08/2011 5:00:00 PM,2017-10-31 08:00:00,31/08/2017 8:00:00 AM,3 Gate Major Infrastructure,Executive Leadership Group,Service Programs,2020-06-28 17:00:00,2020-09-18 17:00:00,2022-03-03 17:00:00
Q03277,1739726.1100000003,Major Works - Framework,2016-02-02 17:00:00,Service & Asset Lifecycle,1/03/2012,2016-04-01 17:00:00,22/10/2014,4 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2016-11-29 08:00:00,2017-05-12 00:00:00,2018-12-18 17:00:00
Q03280,16186749.949999988,Major Works - Open Market,2016-09-21 17:00:00,Service & Asset Lifecycle,15/07/2011 5:00:00 PM,2016-10-28 17:00:00,20/07/2015 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2018-12-07 17:00:00,2019-03-20 17:00:00,2019-12-10 17:00:00
Q03295,22648538.340000007,Major Works - Framework,2018-09-21 17:00:00,Service & Asset Lifecycle,12/09/2011 5:00:00 PM,2018-11-26 17:00:00,22/06/2018 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2022-03-25 17:00:00,2024-03-27 17:00:00,2024-03-27 17:00:00
Q03302,8949341.599999994,Major Works - Open Market,2017-10-23 08:00:00,Service & Asset Lifecycle,18/12/2014 5:00:00 PM,2018-01-19 17:00:00,8/06/2016 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-03-29 17:00:00,2020-03-27 17:00:00,2020-07-07 17:00:00
Q03309,41513002.950000025,Major Works - Framework,2021-10-28 17:00:00,Service & Asset Lifecycle,10/04/2012,2022-01-17 17:00:00,21/04/2016 5:00:00 PM,4 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-07-22 17:00:00,2024-10-23 17:00:00,2026-07-22 17:00:00
Q03327,11624268.67,Major Works - Framework,2017-06-22 17:00:00,Service & Asset Lifecycle,16/09/2011 5:00:00 PM,2017-06-26 17:00:00,4/01/2017 8:48:00 AM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2018-07-06 17:00:00,2018-10-07 17:00:00,2019-10-01 17:00:00
Q03397,300412739.5500001,Major Works - Open Market,2022-06-02 17:00:00,Service & Asset Lifecycle,11/05/2012 5:00:00 PM,2022-07-22 17:00:00,28/05/2015 5:00:00 PM,4 Gate Major Infrastructure,DTF,Major Capital Delivery,2025-09-01 17:00:00,2025-12-04 17:00:00,2027-09-03 17:00:00
Q03398,152380853.84000006,Major Works - Open Market,2016-08-18 15:24:00,Service & Asset Lifecycle,11/05/2012 5:00:00 PM,2016-03-23 17:00:00,16/09/2014 5:00:00 PM,4 Gate Major Infrastructure,DTF,Service Programs,2019-04-26 17:00:00,2019-08-30 17:00:00,2021-05-14 17:00:00
Q03414,8506239.610000003,Major Works - Open Market,2018-03-08 17:00:00,Service & Asset Lifecycle,4/11/2011 5:00:00 PM,2018-06-21 17:00:00,15/08/2017 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-08-19 17:00:00,2023-04-20 17:00:00,2023-04-20 17:00:00
Q03634,11326009.909999993,Major Works - Framework,2017-10-11 17:00:00,Service & Asset Lifecycle,5/01/2015 5:00:00 PM,2017-09-22 17:00:00,21/04/2016 5:00:00 PM,4 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2018-06-08 17:00:00,2019-05-13 17:00:00,2022-03-03 17:00:00
Q03814,69907424.47000001,Major Works - Framework,2019-10-07 17:00:00,Service & Asset Lifecycle,8/01/2014 5:00:00 PM,2020-02-28 17:00:00,27/10/2017,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2021-12-09 17:00:00,2023-05-08 17:00:00,2025-12-12 17:00:00
Q04184,2148124.39,Major Works - Framework,2016-10-07 00:00:00,Service & Asset Lifecycle,6/07/2016 5:00:00 PM,2017-03-30 00:00:00,29/09/2016,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-03-31 17:00:00,2019-06-27 17:00:00,2024-03-21 17:00:00
Q04194,42681162.60000001,Major Works - Framework,2017-12-01 17:00:00,Service & Asset Lifecycle,26/03/2015 5:00:00 PM,2017-12-19 17:00:00,31/08/2016,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Enablement - One Water,2020-02-27 17:00:00,2020-09-28 17:00:00,2022-03-31 17:00:00
Q04218,5347271.820000004,Major Works - Open Market,2017-05-04 17:00:00,Service & Asset Lifecycle,8/04/2016 5:00:00 PM,2017-07-06 17:00:00,10/11/2016 8:00:00 AM,3 Gate Major Infrastructure,Executive Leadership Group,Service Programs,2018-09-18 17:00:00,2022-12-16 17:00:00,2022-12-16 17:00:00
Q04239,3129135.9199999985,Major Works - Framework,2016-07-27 08:48:00,Service & Asset Lifecycle,24/02/2014 5:00:00 PM,2016-08-26 00:00:00,3/04/2014 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2017-09-08 17:00:00,2020-11-04 17:00:00,2020-11-04 17:00:00
Q04270,11814643.41999999,Major Works - Framework,2016-11-15 17:00:00,Service & Asset Lifecycle,11/02/2014 5:00:00 PM,2017-03-27 17:00:00,17/08/2016,3 Gate Major Infrastructure,MD,Major Capital Delivery,2019-11-15 17:00:00,2020-09-07 17:00:00,2022-05-31 17:00:00
Q04300,1536979.34,Major Works - Small Scale,2017-12-12 17:00:00,Service & Asset Lifecycle,3/02/2016 5:00:00 PM,2018-01-31 08:00:00,1/07/2017 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-11-21 17:00:00,2019-12-20 17:00:00,2020-01-09 17:00:00
Q04339,3985737.859999999,Major Works - Framework,2015-08-20 17:00:00,Service & Asset Lifecycle,16/07/2014 5:00:00 PM,2016-02-18 00:00:00,19/09/2014,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2016-12-16 17:00:00,2018-06-25 17:00:00,2024-05-20 17:00:00
Q04370,2190393.9299999992,Major Works - Small Scale,2018-10-16 17:00:00,Service & Asset Lifecycle,15/08/2017,2018-12-17 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-06-21 17:00:00,2019-10-17 17:00:00,2020-06-24 17:00:00
Q04385,40307372.83999997,Major Works - Framework,2019-08-09 17:00:00,Service & Asset Lifecycle,1/10/2015 5:00:00 PM,2020-02-28 17:00:00,,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-07-31 17:00:00,2024-10-30 17:00:00,2026-08-03 17:00:00
Q04397,46309996.23999999,Major Works - Framework,2017-12-08 17:00:00,Service & Asset Lifecycle,10/11/2014 5:00:00 PM,2017-11-24 17:00:00,27/07/2015,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Programs,2019-09-17 08:00:00,2021-05-10 17:00:00,2021-12-08 17:00:00
Q04399,3586313.33,Major Works - Open Market,2016-06-17 17:00:00,Service & Asset Lifecycle,9/12/2015 5:00:00 PM,2016-02-22 17:00:00,5/02/2016,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2016-12-01 00:00:00,2017-05-25 17:00:00,2019-12-12 12:00:00
Q04419,442637.37,Major Works - Framework,,Service & Asset Lifecycle,21/08/2015 5:00:00 PM,2016-06-08 17:00:00,4/01/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-11-30 17:00:00,2017-08-02 17:00:00,2019-04-24 17:00:00
Q04427,4213669.859999967,Major Works - Framework,2018-10-31 17:00:00,Service & Asset Lifecycle,7/05/2018 5:00:00 PM,2018-12-06 17:00:00,21/08/2018 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-12-10 17:00:00,2026-03-17 17:00:00,2027-12-13 17:00:00
Q04441,6818154.490000003,Major Works - Framework,2017-05-17 17:00:00,Service & Asset Lifecycle,15/09/2014,2017-06-19 17:00:00,17/09/2015 5:00:00 PM,4 Gate Major Infrastructure,Executive Leadership Group,Capital Program Management Office,2018-04-03 17:00:00,2018-07-03 17:00:00,2021-08-31 17:00:00
Q04443,2647600.890000001,Major Works - Framework,,Service & Asset Lifecycle,25/11/2014 5:00:00 PM,2016-03-29 17:00:00,23/12/2015 4:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2017-01-23 17:00:00,2018-09-21 17:00:00,2019-04-12 17:00:00
Q04481,5266087.010000002,Major Works - Framework,,Service & Asset Lifecycle,23/07/2015 5:00:00 PM,2016-05-13 00:00:00,13/01/2016 5:00:00 PM,4 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2018-01-16 17:00:00,2018-05-02 17:00:00,2019-01-16 17:00:00
Q04492,884282.2499999999,Major Works - Framework,2016-11-07 17:00:00,Service & Asset Lifecycle,25/09/2014 5:00:00 PM,2016-05-19 17:00:00,25/09/2014 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-09-28 17:00:00,2018-11-15 17:00:00,2020-08-26 17:00:00
Q04533,48353214.71999997,Major Works - Open Market,2019-06-14 17:00:00,Service & Asset Lifecycle,1/12/2014 5:00:00 PM,2019-07-26 17:00:00,29/09/2016,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-04-09 17:00:00,2024-07-09 17:00:00,2025-04-08 17:00:00
Q04551,5059991.150000003,Major Works - Framework,2017-05-12 17:00:00,Service & Asset Lifecycle,14/11/2014 5:00:00 PM,2017-06-08 17:00:00,17/09/2015,4 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2018-04-13 17:00:00,2018-07-10 17:00:00,2025-07-30 17:00:00
Q04582,440804.79000000004,Major Works - Small Scale,2018-03-23 17:00:00,Service & Asset Lifecycle,2/03/2018 5:00:00 PM,2018-06-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2019-09-06 17:00:00,2019-12-05 17:00:00,2020-09-08 17:00:00
Q04598,3878043.3300000005,Major Works - Framework,2019-09-03 17:00:00,Service & Asset Lifecycle,14/11/2014 5:00:00 PM,2019-10-31 17:00:00,26/05/2017 5:00:00 PM,4 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-11-18 17:00:00,2021-01-12 17:00:00,2024-03-18 17:00:00
Q04599,2977976.3200000008,Major Works - Small Scale,2021-03-17 17:00:00,Service & Asset Lifecycle,14/11/2014 5:00:00 PM,2021-04-15 17:00:00,18/12/2020 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-06-04 17:00:00,2024-08-28 17:00:00,2026-06-05 17:00:00
Q04639,364939.83999999997,Major Works - Small Scale,2018-03-21 17:00:00,Service & Asset Lifecycle,2/03/2018 5:00:00 PM,2018-06-25 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2019-04-11 17:00:00,2019-09-06 17:00:00,2019-12-19 17:00:00
Q04650,5168621.039999999,Major Works - Framework,2020-05-14 17:00:00,Service & Asset Lifecycle,25/11/2014 5:00:00 PM,2020-07-08 17:00:00,29/11/2018 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2021-04-19 17:00:00,2021-04-26 17:00:00,2022-07-08 17:00:00
Q04652,8951925.170000002,Major Works - Framework,2021-02-23 17:00:00,Service & Asset Lifecycle,27/11/2017 8:00:00 AM,2021-08-05 17:00:00,,2 Gate Major Infrastructure,MD,Major Capital Delivery,2024-07-01 17:00:00,2024-09-26 17:00:00,2026-06-30 17:00:00
Q04669,718405.3399999999,Major Works - Framework,2017-06-01 08:00:00,Service & Asset Lifecycle,26/11/2014 5:00:00 PM,2017-07-05 17:00:00,30/06/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-03-20 17:00:00,2018-06-29 17:00:00,2019-12-18 17:00:00
Q04707,32390335.19000002,Major Works - Open Market,2020-06-26 17:00:00,Service & Asset Lifecycle,15/11/2017 5:00:00 PM,2020-11-10 17:00:00,25/05/2018 8:00:00 AM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-03-12 17:00:00,2024-06-14 17:00:00,2026-03-19 17:00:00
Q04765,10827696.05,Major Works - Framework,2021-03-22 17:00:00,Service & Asset Lifecycle,18/11/2014 5:00:00 PM,2021-05-28 08:00:00,11/11/2020 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2023-07-24 17:00:00,2023-10-24 17:00:00,2025-07-23 17:00:00
Q04786,5501766.589999999,Major Works - Framework,2018-02-26 17:00:00,Service & Asset Lifecycle,14/11/2014 5:00:00 PM,2018-05-14 17:00:00,30/05/2017 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2020-11-10 17:00:00,2021-01-21 17:00:00,2023-09-04 17:00:00
Q04938,2950602.6999999997,Major Works - Framework,2017-04-24 17:00:00,Service & Asset Lifecycle,18/11/2014,2017-05-18 17:00:00,27/10/2016,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-03-21 17:00:00,2018-06-29 17:00:00,2020-03-20 17:00:00
Q05029,3859028.310000001,Major Works - Open Market,2016-09-09 17:00:00,Service & Asset Lifecycle,25/11/2014,2016-10-12 17:00:00,5/09/2016,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-05-18 17:00:00,2018-07-09 17:00:00,2024-05-29 17:00:00
Q05081,2925271.7299999995,Major Works - Small Scale,2020-12-22 17:00:00,Service & Asset Lifecycle,25/11/2014 5:00:00 PM,2021-03-25 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2023-05-18 17:00:00,2023-11-14 17:00:00,2024-04-23 17:00:00
Q05083,21512030.01999998,Major Works - Framework,2017-08-11 17:00:00,Service & Asset Lifecycle,12/02/2015 5:00:00 PM,2017-10-27 17:00:00,23/11/2015 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2020-09-21 17:00:00,2021-10-08 17:00:00,2022-11-09 17:00:00
Q05094,3584692.260000001,Major Works - Framework,2016-05-06 17:00:00,Service & Asset Lifecycle,3/11/2014 5:00:00 PM,2016-07-05 00:00:00,29/01/2016 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-10-29 17:00:00,2021-06-02 17:00:00,2021-10-25 17:00:00
Q05097,6860257.500000001,Major Works - Framework,2018-03-06 17:00:00,Service & Asset Lifecycle,16/01/2015 5:00:00 PM,2018-05-02 17:00:00,14/06/2017 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2020-02-19 17:00:00,2021-04-16 17:00:00,2022-04-29 17:00:00
